cleaned_text,Label
pesanan seseuai pengiriman cepat makasih seller,netral
toppp bangeett beli 3 barang dibonusin 2 jadi 5 dapet harga pas diskon lumayan banget packingnya juga topp banget aman,netral
sampenya cepet bgttt pacakagingnya juga rapi thank you so much bonus serum rambutnyaa yg full size loh,netral
semoga bs meredakan kulit sensi ku yg acne prone packingan aman dan delivery cepat thanks skintific,netral
biar bintang yang berbicara,netral
bahannya ringan mudah diserap cocok sama kulit keringku,netral
biar secerah masa depan apasih terima kasih,netral
kualitas produk wangi nya enak ga bikin pusing untuk ketahanan wanginya belum dicoba semoga wanginya awet,negatif
parfum mendarat dengan selamat packingnya bagus dan wanginya agak nyengat tapi saya suka semoga selalu amanah,negatif
readystock respon cepat packing rapi ada buble nya,netral
barang diterima dgn baik pelayanan baik kemasannya praktis bisa lgs semprot terima kasih,netral
mantap harganya,netral
kualitas produk baik wangi nya segerr gak bikin eneg,negatif
proses dan pengiriman cepat barang sesuai pesanan,netral
terimakasih free gift no wonder sangat bagus kepake banget,positif
bahannya ringan cocok untuk kulit wajahku tahan lama,netral
barang bagus sesuai dengan pesanan pengirimannya cepat mantul,negatif
i love the lip cream gloss the colour in both of the creams glosses are pretty saturated,netral
ini eyeshadow yg paling top warnanya bener2 gampang dipake sgat gampang diblend dan dipadukan ukurannya kecil dan gampang dibawa2 tanpa bkin berat tas makeup,netral
exp datenya masih panjang makasih banyak untuk diskonnya paket dikemas dengan baik jadi aman sampai tujuan pokoknya mah proses pengiriman pun terbilang cepat mantap,netral
barang sampai dengan selamat harga sangat terjangkau pengiriman juga sangat cepat pesanan juga sudah sesuai terimakasih,netral
love sekebon wangiii banget yg velvet rouge,negatif
sesuai deskripsi packing bagus pengiriman cepat respon seller cepat,positif
original harga diskon pengiriman cepat,netral
udah habis gatau berapa terima kasih,netral
wangi ny enak ellegant tp lebih k cwok ni jd diambil suamiku mu co lg da,negatif
good,netral
wangi dominan rose powdery tahan max 4jam harus semprot ulang,netral
aku netral undertone with tan skin warna nya jadi pinkish gitu pakenya dikit tapi bagus karena cukup stain kalau ditimpa sama conceal dlu,positif
kualitas sesuai deskripsi recommended,netral
kualitas produk bagus wangi tahan lama definisi parfum harga murah kualitas mewah,negatif
sunscreennya ringan ngga bikin whitecast,netral
bagus sesuai pesana,positif
sudah datang harum kapan coba varian yang lain tempat nya lucu,negatif
sunscreen favvv,netral
hair oil favorit dari dulu efektif tp murah meriah apalagi sekarang kemasannya jd lebih modern n mempermudah pengaplikasian gud job mustika ratu,netral
mantap enak dipake ringan membuat sehat kulit wajah cocok juga buat laki2,netral
pengiriman cepat dan suka banget sama wanginya yang enak nggak bikin enek dan ada bau wangi manis manisnya,negatif
biar bintang yg berbicara pada produk legend ini sesuai iklan tgl expired jauh tidak ada cacat sesuai harapan makasih seller semoga berkah,netral
mantap wanginya,netral
bagus cocok aman,positif
mantab barang oke rapi expaired lama terima kasih penjual dan pengirim aman sering sering fdah belanjany,netral
siiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiip,netral
alhamdulillah sdh dtg barangnya exp 2027 mksh semoga tambah lancar usahanya,netral
bahannya ringan pollllll kyk ga kerasaaa make packing aman,netral
warna sesuai pesanan bedaknya padat tidak pecah ed masih lama 10 2027 pengemasan aman seller cepat merespon dan pengirimannya juga cepat pertama kali pakai prod,netral
ya ampun ini wanginya enakbgt asli gak akan nyesel wanginya itu soft bgt terus segar kurang lebih mungkin sama seperti yang ada di gambar belakang perfume nya kalian bis,negatif
sudah langganan saya sering beli di sini dan cocok untuk rambut saya rambut jadi terlihat hitam mengkilap dan tebal,netral
lipstik favorit tidak bikin bibir kering,netral
amaan semoga awet yaa,netral
cakep tapi belom aku try on soalnya masih pilek,negatif
bagus banget desain cantik tekstur halus,positif
sudah datang semua paket parfumku udah jadi langganan parfum nya wangi semua ga ada yg gagal wangi nya awet dan tahan lama wangi nya,negatif
bismillah nyoba yg ini krn katanya bagus buat after treatment,positif
barang bagus berkwalitas harga terjangkau,positif
cocok dan mengangkat make up dengan sempurna,netral
barang sesuai aroma wangi lembut kualitas ok khasiat luar biasa,netral
thank you min barangnya aman sampe tujuan plus dapet hadiah juga kapan2 hadiahnya buat cowok juga dong min hehe,netral
sudah coba yg 5 cocok semoga yang ini juga packing aman sangat makasih somethinc tokped dan id express keracunan istri produk somethinc,netral
tulisannya 2 pics dateng nya cuma 1 tega nya,netral
luar biasa,netral
alas bedaknya bagus cocok dikulit saya recommended,positif
bagus bngatttttt warna nya jga bagusssss,positif
blm di coba,netral
sudah 2x co d toko ini sllu sesuai pesanan expresss bner sampainya packagingnya yg sllu cantik dan mewah aromanya enak banget bakal berlangganan ini kalau hbi,negatif
warna bagus tapi ga tahan lama,positif
suka sihhh paling bisa di andelin nih produk,netral
packing dus aman dr scarlet dlm bungkus bubblewrap dus segel hologram dus utuh aman wangi enak thanks seller,negatif
kekentalan shampoo meyakinkan kemasannya aman tanggal kadaluarsa masih lama,netral
kerennn sihh oriii pengiriman cepat aman sesuaii besttt bgtt perfect,netral
barang sudah diterima dengan baik,netral
asli original next time klo ada promo murah lagi bli lg,netral
pesanan sudah sampai real pick,netral
sudah diterima sesuai pesanan nyaman dikulit ringan juga sesuai buat muka aku yang kering terimakasih,netral
mantap harganya murah packing rapih dan pengiriman cepat sekali,netral
sudah mah dapet free ongkir dpt diskon murah lg,netral
bagian bedak nya nyebar kmna untung nya gk ampe parah,netral
1 fans garnier d tipe kulitku oily sama kadang ada jerawat hormonal dikitt dikit moist yg vit c ini cocok bgt di aku apalagi kalo lagi ada kemerahan terus pake ini b,netral
hampir 1 minggu baru diterima tapi produknya ori paket aman sangat rekomendasi,netral
bagus texture nya ringan gampang di blend tidak lengket,positif
bagussstt banget hello aku suka banget pokoknyaa luv harga murah,positif
khasiat nya menurun kan berat badan kandungan nya teh jati dosis nya 2 kali sehari tidak ada efek samping cara pakai nya mudah bismillah otw 60 kg,netral
trima kasih utk bonusnya,netral
alhamdulillah pesanan sudah sampai dan sesuai yg saya mau suka banget warna jg barangnya terimakasih kak sukses selalu yah,netral
paket mendarat dengan selamat tanpa cacat,netral
paket sudah sampe dengan aman dan nyaman terima kasih seller dan abang kurir tiktok,negatif
repurchase lg karena bikin kulit balance dan keliatan sehat,netral
susuai,netral
awalnya gak percaya klo harganya jd 12rb pas d co beneran donk murah banget langsung co payment deh packing rapi aman pengiriman juga cepat exp masih lama uda pernah pake,netral
udah 2 kali order nyobain beda beda pengen tau wanginya sejauh ini favorit yang velvet rouge dreeamjug,negatif
adminnya ramah mengedukasi ttg cara pemilihan shade yg cck untuk skintone kita barang cepat sampai esok harinya dan untuk bedaknya dipakainya ringan seperti compact powd,netral
barang okee sesuai deskripsi dan sesuai ekspetasi mantap,netral
entah sy yg buta warna kelihatannya warna coklat d testimoni youtube sama dri gambar packaging warnanya ungu,netral
alhamdulillah pesananku sudah sampai kali ini proses di seller pengiriman di kurir id express alhamdulillah cepat sebelumnya pernah order tapi aku nyoba pake,netral
respon cepat packing safety,netral
pengiriman cepat packing aman dan dapet 1 sachet sunscreen,netral
produk mustika ratu memang tidak pernah mengecewakan saya sudah bolak balik pesan nih,netral
kok pink bgt sih padahal di gambar lebih ke nude coklat,netral
mantapp sekaliiiiii,netral
semoga cocok pembelian pertama guys hehehe,netral
bahan ringan menyerap cocok respon seller dan kurir mantap,netral
terimakasih untuk bonus mascara dan serumnya,netral
bantu kulit jerawat cocok pakai ini ditambah beli 1 dapat 3 makasihh somethinc,netral
wah trnyata wangi nya elegan dan tahan lama next order lg thanks,negatif
bahannya ringan daya serap bagus bgt gak whitecas juga oke lah,positif
warnanya bagus dan cocok bgt di aku im ready for christmas,positif
cocok buat kulit aku yg kering dan ada flek,netral
barang yg datang sesuai aroma velvet rouge sangat elegan cocok bgt harga terjangkau packaging sangat aman rekomendasi untuk parfum dr scarlett thanks,negatif
cobain variant yg biru samudra lumayan seger tp ttp lebih suka yg velvet rouge cm ttp pgn coba variant lainnya lg next pasti order lg apalagi pas diskon besar,negatif
packing safety seller baik rekomendasi mantap,netral
udh punya 3 varian wangi nya gak pernah nyesel sih beli produk scarlett dri parfum skincare,negatif
alhamdulillah terimakasih pesanan saya sudah sampai sesuai estimasi sesuai orderan packingnya aman kok tanggal expired juga jelas dan masih lama walau sempet deg deg,netral
produk sampai dengan aman dan sesuai pesanan expired 2027 pake ga bikin gatel kulit kepala ga lepek tq,netral
pesen sabtu sampai jumat lama sekali tapi sesuai yang dipesan paket dibungkus dengan aman sangat rekomendasi seller,netral
sukaaa sekali dgn sunscreen ini texture nya bersahabat dgn oily acne prone skin sdh repeat order bertube sampai tdk terhitung,netral
packing aman dan rapi barang diterima dengan keadaan tidak cacat thx seller n kurir yang antar,netral
sesuai pesanan packing selalu super aman cepet sampenya sunscreennya sebagus itu ini sudah kesekian kali beli sudah langganan makasih somethinc selalu ada bonusnya b,positif
kemasan menarik krn dilengkapi magnet warna agak ke orange dan cocok utk kulit sawo matang pigmented banget udah dipake makan minum pun masih tersisa di bibir seper,netral
selalu mantan dan prima pelayanannya packing aman nungguin flash sale gila lagi,netral
rambutku kurang cocok sama versi ini lebih cocok pake yang merang nambah baby hair juga jadi gak botak lagi,netral
kemasan baru minyak cemceman dengan platik wrap aman,netral
bahan ringan no whitecast cepat menyerap spf 50 aplicator memudahkan pesan semalam sore ini sudah sampai super cepat terima kasih,netral
selalu senang belanja di sini terima kasih,netral
sampe nya cepet blom nyoba sih tapi katanya bagus jadi co semoga cocok,positif
bagussss teksturnya tahan air pokoknya suka bangettttttt,positif
cocok banget pake ini udah 3x beli,netral
darui dulu memang sudah pakai micellar water merek ini dan cocok di kulit aku yang berminyak dan berjerawat beli kemasan 400ml dapat 2 biar pakainya lama,netral
barang ori sesuai yang dimau packaging super aman,netral
barang sudah sampai diterima ada sedikit kendala namun sudah solved,netral
barang diterima dengan baik pembelian sekian kalinya,netral
gel nya lembut nyaman dipakai semoga cocok,netral
cocok sama kulit,netral
baguss bangett gaada efek samping buat kulit aku yang sensitif,positif
ini pembelian ke 2 suka dgn masker feel off mr praktis pemakaiannya kulit wajah jadi segar moist minta produk ed thn 2027 dikirim sesuai permintaan tksh mustik,netral
bahan ringan pigmented lumayan tahan lama juga warna di bibir sy jadi lebih terang seperti pink fuschia pengiriman cepat,netral
mantap paket aman banget wanginya enak pas awal sampe tuh kayak aneh banget wanginya nah itu harus di maserasi dulu jadi wanginya enak kayak nanas sama susu pisang gitu,negatif
recomend,netral
teksturnya cepet menyerap bahannya ringan pertamakali pakai langsung cocok bagus banget,positif
bahan y ringan dan tahan lama siih udh punya sblm y warna lain,netral
sesuai kirim aja,netral
pesanan yang diterima sesuai dengan deskripsi,netral
warnanya cantik banget sesuai deskripsi,netral
murah wangi banyak makasih,netral
selalu beli disini dan udah langganan banget pokoknya best,netral
respon cepat produk sesuai deskripsi suka warnanya,netral
efektif mencerahkan wajah dan membuat kulit tampak lebih halus dan sehat,netral
gk kering dibibir warna nya jg sukak bngt,netral
wangi sesuai pesanan tahan sampai 6 jam an kalau pakai make it prime lebih lama,negatif
bgusss,netral
suka sm aroma ini harum smua varian scarlet,negatif
ss cocok di wajahku mudah menyerap dan gak whitecast,netral
ok lah gratisan namun seperti tidak niat memberikan free gift,netral
sudah diterima dengan baik makasih sellllerrr sayang ga ada bonus haha,netral
packing dan semua aman sesuai,netral
semoga awet dan cocok,netral
produk sesuai deskripsi respon dan pengiriman cepat,netral
cute banget dari dulu kepengen akhirnya ku co pas 12 12 kemarin wangi dan nyenengin bamget packaging nyaa,netral
produk sesuai deskripsi proses dan pengiriman cepat recomended,netral
kualitas selalu oke pokoknya beli produk make over tuh nagih terus kalo udah beli satu pen beli lagi dan lagi,netral
wanginya sukaa packaging nya rapih kurirnya ramah aman parfum nya gaa bocor sukses teruss,negatif
sesuai deskripsi,netral
wanginya enak banget,negatif
received and packed well hasn t tried it yet,netral
,netral
tekstur lembut enak diaplikasikan ke kulit wajah,netral
sangatt bangus dann rekomenn sihh kalo beli di official soalnyaa yaa pastii dateng sesuaii,netral
lip cream nya soft mudah diaplikasi hasil awal agak velvet tapi semi matte akhirnya warna ok di sy akan beli shade warna lain,netral
memang dari gadis pakainya putri,netral
produk sangat utk kulit wanginya soft,netral
tekstur ringan matte tahan lama fav aku ini udh langganan makeover disini tq,netral
sudah 2x beli pengiriman cepat n packaging rapi saya cocok dgn produk2 azzarine,netral
alhamdulillah paket sudah sampai dengan selamat tidak ada cacat sedikitpun untuk pengiriman sangat cepat untuk packaging sangat aman untuk wangi ga usah ditanya l,negatif
barang baik belum dicoba semoga cocok dan pesen lagi,netral
asliii dipake dibibir gak buat kering terus texturenya enak banget,netral
packagingnya ok bgt rapih dan aman bgt utk bagian dlmnya paling suka produk scarlet deh yg ini wanginya soft bgt trs cewe bangettt aku sukaaa,negatif
sayang banget yg dikirim paket basic glow padahal pesen glow moist padahal udah langganan disini dan ga pernah kejadian kaya gini,netral
baru ini beli kek barang lama dekil packaging nya,netral
alhamdulillah paket sudah sampe wanginya wangi lembut gimana gitu next order wangi yg lain toko nya amanah pecinta rapih aman terimakasih toko terimakasih bang kurir,negatif
wanginya suka dan teksturnya cair mudah2an ada hasilnya,netral
pengiriman dan packing aman banget makasiii kegercepannya,netral
terimakasih pesanan nya selalu cepat sampai,netral
repurchase ke 3x karena emang secocok dan senyaman itu efeknya bikin cerah kulit berminyak berjerawatku teksturnya kayak air banget ya jadi gampang meresap,netral
akhirnya sampe jugaa ni parfum kita coba ya semerbak apa body serum parfum velvet rouge ini dipake barengan huhuu,negatif
alhamdulillah barang sampai dengan selamat packing yang aman dan terlindungi dari tumpukan barang lainnya terimakasih mustika ratu,netral
terimakasih kak cepat x nyampe nya sesuai pesanan,negatif
kali kedua beli ini udah cocok aja enak di kulit wajah,netral
cocok untuk kulit yg berjerawat dan bener bener membersihkan make up,netral
bahannya mudah diserap sama kulit ga lengket nyaman dipakai,netral
cocok di kulit kusam meratakan warna kulit dan membuat kulit halus,netral
warnanya sangat sesuai dengan yang di harapkan,netral
warna ssuai tektur lembut cocok pas dengan tone kulit ku best banget,netral
sangat manjur mengurangi rambut rontok barang asli kualitas bagus harga wajar,positif
packaging bagus aman suka banget exclusive dan sesuai,positif
make over pasti the best laah udah nyobain concealer merk lain tapi tetep balik lagi ke make over,netral
manteppp,netral
ori dpat bonus uv n sample,netral
bagus banget pokonya udah abis 5 tube secinta itu,positif
sudah sangat cocok produk skintific ini di kulit wajah aku makasih seller,netral
setelah beli kemasan sachet 7 5ml nya cocok langsung beli kemasan 30ml ini tekturnya cair beneran cair kayak air berasa agak lengket di wajah anyway ini buat,netral
candy banget dlu inget banget pernah dipake seseorang baunya nempel banget smpe nanya trus baru bisa kebeli sekarang,negatif
lipsticknya lighweight dan ga bikin kering di bibir aplikatornya jg gampang buat di apply warnanya jg bagus bgt,positif
ringan cocok untuk kulit berjerawat dingin setelah dipakai,netral
cuuuuuu bangeet,netral
baunya gourmand abis enak bgt manisnya ga giung pas lah tapi cocok an aja sih ada bibi gue yg gasuka tp bagi yg lain enak bgt vanilanya juga kerasa spl so so lah ga ber,negatif
enak bangettttt wanginya ada jasmine jasmine nya scarlet adain yg 100ml donggg,negatif
mencerahkan,netral
cocok pakai serum ini bantu ngilangin jerawat ditambah dikasih bonus serum makasihh somethinc,netral
great products,netral
pengiriman cepat barang sesuai pesanan penjual komunikatif,netral
pengiriman cepat barang aman dan produk tentunya bagusa,positif
baru 1x coba somethinc hooman powder ini cukup satisfied hasilnya bisa lumayan ngeblur pori2 untuk kulit berminyak sy bisa tahan sekitar 5 6 jam will repurchase,netral
bahanya ringan tidak beratt cocok banget di aku,netral
warna nya bagus,positif
istri saya yang beli,netral
pertama kali cobain varian ini dapet kemasan lama pemakaiannya irit aromanya menenangkan di kulitku yang kering sensitive setelah cuci muka kulit berasa bersih kes,netral
beli satu dapet 2 sukaaa bgt dechh puas,positif
baru coba semoga cocok biar ga beda2 merk skincarenya,netral
terimakasih kasih sesuai dengan deskripsi produk,netral
bahannya ringan mudah menyerap warnanya cocok,netral
first time coba semoga cocok respon admin di chat cepat juga,netral
okkk,netral
bahannya ringan cocok dgn tone kulit aku hasilnya jd bagus tdk terlihat berminyak walaupun sdh seharian thx seller,positif
packing nya aman,netral
kalau ini kotak ma botol sama tapi isi ny udh gk full,negatif
fast respon pengiriman cpt,netral
botol ke 2 cover bgs tipis aja uda ckp btl ke 1 habisnya 10bln ni dpt gift lg makasi ya,netral
mantap pengiriman kilat,netral
pengiriman cepat harga murah banget mantep,netral
warna nya memamg cocok nya untuk ombre dipake sedikit langsung menutup bagian gelap dibibir di bibir saya masih terasa sedikit berat ya sukses terus,netral
yee allhamdullilah sampai dengan cepat walau datang tidak bgtu mulus tp gpp mgkin di perjalanan yach ke gadrutt gadrutt warna untuk yg kulit putih okey bgt eks payet,netral
bgus,netral
paket sampai dengan aman produk original recommended,netral
sesuka itu sama sunscreen ini no whitecast,netral
paket nya udh sya terima kemasan nya bner rapih banget toko ny bnr amanah sesuai yg sya pesen kemasan farfum yg banana ko bok nya beda ya ka tpi gpp yg penting ba,negatif
baguuuus suka,netral
barangnya dah sampai dan packing ok warnanya sdh dicoba ktg cerah warna yg kupilih tp ok melembabkan bibir,netral
saya sdah order disini berulang kali,netral
paket anti ketombe paling komplit buat rambut lembut dan wangi,netral
barang sudah diterima produk bagus pengiriman cepat packing bagus pakai bublewrap dan kardus,positif
sigmaaaa,netral
cocok banget pake ini kulit jadi lebih lembab,netral
sesuai pesanan toko y amanah jangan ragu belanja d sini,netral
pengiriman cepat packaging rapi dan aman suka banget sama moisturizer ini,netral
akhirnya bisa beli ini pas flash sale semoga cocok di kulitku,netral
sesuai bagus langganan tahan lama,positif
seller fast respon,netral
sesuai di foto terus parfum nya harum banget,negatif
sdh 3 x repeat,netral
pengiriman cepat amanah,netral
pengiriman cepat smpe cepat ori expd nya masih lamaa dan promonya sangat menyala kereenn,negatif
pengiriman samday tp dikirimnya 3 hari proses komplen juga ga ada respon dan lama banget udah rugi tp ga ada ganti rugi sama sekali sangat buruk,negatif
alhamdulillah produknya sudah sampai pemakaian yg ke dua kali dan cocok terimakasih seller tokped dan bang kurir,netral
pembersih wajah yang sangat cocok di kulit sudah lama pakai terima kasih seller pengiriman sangat cepat,netral
co2k utk kulit sy yg berminyak bejerawar,netral
teksturnya ringan trus gampang terserap kulit bikin lebih lembap,netral
barang original sudah pembelian ke 3 tidak bikin iritasi atau jerawat bagus,positif
cocok bangettt,netral
wanginya enak seger tpi cepet ilang baunya,netral
makasih ya samponya sudah sampai dengan aman dan selamat exp date masi lama pengemasan aman dan baik good moga cocok buat rambut rontokku biar gak rontokkan lagi,netral
mantap jos terpercaya mantap jos terpercaya mantap jos terpercaya mantap jos terpercaya mantap jos terpercaya,netral
barang sampai dengan aman dan terpercaya,netral
paket sampai dengan aman packing aman harga terjangkau ketahanan cukup lama aroma tuberosenya strong bgt diawal semprot tpi lama enak juga aromanya canduu made,negatif
wangi nya enak fresh banget tahan lama juga,negatif
foaming nya lembut,netral
belum dicobaaaa mudah mudahan cocookk kemasannya sih bagus bangett,positif
micellar water ter thebest sih ini ga plbisa pindah kelain hati,netral
bikin lebih aman dan nyaman daripada di cukur kaki jadi lebih mulus,netral
cepet banget pengirimanya ini sudah botol ke 4 kayaknya hampir 2024 ini cuma pakai 1 ajaa terus terus,netral
makasih ka pengiriman cepet bgtttpesanan sesuai,negatif
semoga cocok pengiriman juga cepat barang ori mantap,netral
sangat bagus dan lumayan cocok untuk kulit type berminyak,positif
trima kasih,netral
alhamdulillah barangnya sampe dan sesuai semoga awet baunya dan tahan lama aga nyesel dikit sebenarnya soalnya barangnya mini bangettp gpp soalnya nyoba2 juga si,negatif
kiriman kilat,netral
blm cobain tp kemasan mewah semoga warnanya cocok,netral
agak lama diprosesnya tapi worth it karena jaminan ori dapat hadiah pula versi trialnya,netral
aku udah pernah coba sih tapi masih belum bisa kak wkwk tapi kalo pake yang ini aku bisa sih,netral
gampang meresap lembuta di kulit packing aman terima kasih seller,netral
produk bagus buatan dalam negeri teruji khasiat bagus mengurangi kerontokan rambut,positif
sudah beberapa kali pakai product ini suka karena cocok kalo kulit lagi ada jerawat cair dan ga ada bau bau yang menyengat ga bikin kulit jadi berminyak atau kering,netral
terima kasih barang baik,netral
bahan ringan gampang di serap tidak lengket,netral
udah pake ini lama cocok di kulit sy ringan dan cepat meresap dapat harga promo pula,netral
sesuai pesanan bagus bgt bikin muka lembut trus jerawat nya jadi jarang muncul padahal sebelumnya muncul terus hehehe sejauh ini cocok lah dikulit berminyak dan bruntus,positif
barangnya gak ada yang kurangg dan dapet bonus serum sachet makasih somethinc,netral
coba wangi yg ini tp ternyata kurang suka wanginya sering berlangganan sich wanginya memang ggk ilang2,negatif
product quality really good ini kedua kalinya aku beli parfum scarlett dan wanginya ga pernah gagal si jujur wanginya enak bangettt perpaduan floral sama fruity terus,negatif
shockkk dikittt udah dapet 50gr harga 97rb ditambah dapet bonus 1 serum gilaaaakkkk mantep manteppp,netral
lembut dan mudah terserap di kulit ga bikin gatel,netral
packing aman pengiriman cepat makasih bonus nya dapet sample serum,netral
bagus banget,positif
per item lengkap barangnya aman semua,netral
iseng aja sih pengen coba padahal harganya ya ga beda jauh tapi pas datang barangnya uda penyok2 untung ga pecah,netral
alhamdulillah sesuai pesanan suka sekalii,netral
namun demikian juga dengan cara membuat orang yang tidak tepat saat melakukan sesuatu dengan baik dan kecil untuk menjadi lebih dari itu adalah sebuah impian dan dunia ya,netral
tekstur ringan wanginya seger nyaman dipakai seharian,netral
paket sudah sampai ke alamat tujuan dikemas dengan baik pengirimannya cepat kondisi barang baik varian sesuai dengan yg dipesan,netral
barang sudah diterima dalam keadaan baik dan sesuai pesanan tekstur lembut dan nyaman semoga cocok untuk kulit aku terima kasih,netral
kecewa caranya sudahlah,netral
terbaik euyyyy,netral
wanginya segar jadi cocok dipakai sehari hari habis mandi dan lumayan awet juga wanginya,netral
udah sampe baguus bngt original mantap,netral
mantap produk yg cocok untuk kulitku,netral
pengiriman selalu cepat pesanan sesuai selalu amanah makasih tiktok shop,negatif
sampai dengan selamat pertama coba semoga cocok,netral
tidak ingat sudah habiskan berapa kemasan tidak pernah kecewa dengan pelayanan dan produk azarine,netral
istrikuu sudah cocok dgn produk azarine yg satu ini semoga amanah yaa,netral
cocok pakai ini ngurangin rambut rontok wanginya juga lembut,netral
fast response,netral
barangnya sudah sampai dan sesuai terima kasih,netral
barang diterima dalam keadaan baik terima kaish,netral
terima kasih sudah di terima dengan aman dan sesuai seller gercep,netral
love karna cocok di muka aku,netral
barang sudah diterima dengan baik terimankasih banyak,netral
harga murahhh bangettt jadi ga perlu keluar untuk belanja stok bulanan dan ga perlu antri jugaa hehehe makasih yaa packing juga aman banget next order lagiii,netral
cocok sama sunscreen garnier matte finish nggak terlalu oily dan matte di muka tahan lama serta bener2 melindungi muka dari paparan sinar matahari daerah pelabuhan yg m,netral
alhamdulillah pesanan sampai dengan selamat pengiriman cepat packing aman top markotop makasih kaa,netral
bedaknya bagus bangeeeettt waenanya sesua sama warna kulitku expired masih lama pengemasannya juga amaan pake bubble gede banget pengiriman cepet,positif
make over gak pernah gagal,netral
sesuai pesanan warna2 nya cantik2 cocok di kulitku seller ok packing kurir aman,netral
mantap rekomended seller pengiriman cepat,netral
bahannya sesuai original kerennnn packing nya juga bagussss,positif
sejauh ini bagus pengiriman masuk akal barang sampai dengan selamat,positif
minyak goreng adalah bahan pangan dengan komposisi utama trigliserida yang berasal dari bahan nabati dengan tanpa perubahan kimiawi termasuk hidrogenasi pendinginan dan,netral
super kentel dan wangi cocok utk teh diet,netral
bagussssss,positif
bagus bikin muka tambah kinclong sdh sering repeat order makasih toped dah kasih hrg murah,positif
best price good quality fast delivery recommended seller,netral
sudah sering pakai produk ini apalagi skrg tiap hari jogging jdi hrs bnget pakai sunscreen rasanya ringan cocok sih slm ini thanks ya,netral
pertama kali beli eyeliner so far mudah penggunaannya warnanya pigmented,netral
terbaik sih,netral
diterima dengan baik,netral
barang sesuai gambar dan deskripsi semoga mujarab,netral
teksturnya cair sempat bingung bgt pilih shadenya antra alter goddess tp direkomendasiin sm admin utk lgsg ke shadefinder nd hasilnya alter coba ini dlu klo cocok br b,netral
canttiiiiikkk suka banget sama warnanyaa,netral
good quality tea,netral
ok banget oksidasinya ga ekstrim coverage bgt dan ga bikin cakey atau crack ah suka bgtt pokoknya tapi syg jsinya dikit bgt blm mau sebulan udh sampe bawah dong,netral
tahan lama cepat kering bagus warna,positif
lipstik baru coba sih wrna cocok dgn bibirku yg tipis dan bahannya ringan awet di bibir tidak nempel di gelas klw habis minum dihapus juga gampang sepertinya favori,netral
lov suka bgtt,netral
josss,netral
alhamdulillah sdh sampe anak nya seneng,netral
barang dikirim aman ga bocor sama sekalj,netral
pengiriman slalu cepat produk sesuai cocok,netral
mungkin perbaiki ya dari segi packaging di tutup bagian dalem itu susah ambilnya karna tekstur dari moisturizer nya aja udah agak cair trs sendok yg buat ambil moisturi,netral
cantik kenyal d bibir suka banget deh,netral
produk ori mantap sekali cocok untuk kulit sensitif berjerawat,netral
paketanku udah sampai yuhuuuu ga kecewa sih sma minyak wangi scarlet ini udh co yg ke 2 x dengan varian berbeda awettt bgt wanginya smpe nempel di kulit syuka ban,negatif
semuanya baik harga terjangkau dan murah meriah,netral
aku cocok bangett pakee ini tekat bangeet ga sih baru pakee,netral
lipstiknya awet banget tp gak bikin kering warnanya cantik packing rapih tks seller,netral
barangnya sesuai packing nya aman bet sip,netral
kualitas produk bagus parfum nyaa baguss bangett wangii terus tahan lamaa dan katanya tahan lama sampe 2hari an gitu jadi aku mau cobaa dan aku beli nya pas lg diskon j,negatif
cocok banget,netral
ok cerah mantapppp,netral
r o pengiriman cepat paket barang diterima dalam keadaan baik tanpa ada kerusakan respon seller delivery fast respon barang sesuai deskripsi pictu,netral
barang sesuai dengan yang dibeli terima kasihhhhh,netral
bahan ringan cocok utk kulit normal,netral
kualitas produk sangat bagus sumpah wanginya tahan lama banget mana dapet diskon pula baik banget scarlett sesuai ya pengiriman barang juga cepet terimakasih sudah aman,negatif
yeay akhirnya balik lagi ke scarlett setelah sekian lama gak co agak bingung sedikit untuk varian euphoria biasanya warna orange ini lebih ke kuning untuk wanginya,negatif
kenapa ga dari dulu azarine bikin size yg gede seperti ini,netral
teksturnya enak dibibir,netral
cocok dah dah sering beli juga,netral
the tube design is honestly a joke for such a small amount of product the tube is unnecessarily huge it s even hard to squeeze the product out at just 10g it feels w,netral
respon admin cepat packing rapi aman kurir cepat thx,netral
expire masih lama pengiriman aman,netral
mustika ratu punya wangi yg khas kaya wangi bedak bubuk gtu termasuk toner ini gk tau efektif ato gk buat ngusir ketombe tdinya mau coba stu dulu tpi gk bisa otomatis,netral
akhirnya paketnya yang ditunggu tunggu datang juga bagus sesuai dengan pesanan ga ada yg salah bagus minyak wangi nya yg dreamy udh kedua kali beli jd udh hapal ma wangi,negatif
baru mau coba semoga cocok,netral
bagus barang sampai dengan baik dan aman semoga laris terus bagus barang sampai dengan baik dan aman semoga laris terus bagus barang sampai dengan baik dan aman semo,positif
botol pecah,netral
,netral
hadiahnya mana kak,netral
pengiriman cepat barang sesuai pesanan packing aman bubble wrap kardus,netral
sesuai deskripsi dan pesanan cocok sama tone kulitku thx,netral
enak semoga cocok packaging aman dan cepet sampai nya,netral
ok mks,netral
paket basah karena salah satu botol bocor yang jelas2 tutupnya tidak pas sangat kecewa sepantasnya tutup diberi pengaman seperti selotip tetapi ini tidak isi produk jadi,netral
